@JohnRenfro2016 Do you think it could be a 4th round of covid?,,en
"RT @steve_hanke: In the city of Guangzhou, #China, a quarantine camp is being built to potentially detain 87,000 people. If Chinese Communi…",,en
"RT @antivaxprincess: @SpkJayIII Right? Like where were you when Dr Wakefield was being persecuted? Oh, so the covid mandates are wrong, wha…",,en
"RT @DrTaraGoddard: I have been seeing this a mind-boggling amount lately, and consequently, I have multiple students out with the flu or a…",,en
RT @danharris: Just another reason China is such a big threat. https://t.co/UbCmbR3FwN,,en
@voluntee01 We still have one in town no more salad bar because of Covid.,,en
"RT @anusharavi10: ""Not liable for deaths"" says Union Government washing its hands off AEFI cases including deaths. 

This after blitzkrieg…",,en
RT @CP24: #BREAKING: Ontario's auditor general says the province wasted millions of doses of COVID-19 vaccine because it overestimated dema…,,en
"RT @ABDanielleSmith: No Albertan should lose their job, have their child banned from activities, denied a service or be otherwise discrimin…",,en
"Yes, because most of us know exactly when we are going to die.🥴 No one has ever died unexpectedly before the Covid vaccines.
How did we get to this place?🤦🏼‍♀️ https://t.co/h0YJChNRsy",,en
RT @DrBrunoGino: Hoje o Brasil voltou a ser um dos três países no mundo com maior número de mortes pela COVID-19... o que você tem feito pa…,,pt
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
RT @Mssarahmssarah: I still see zero media mentions of the fact that three children have died of covid in NYC in the last week and a half.…,,en
"RT @johnrackham82: In the countries where Ivermectin was given out freely, there were little to no COVID deaths.",,en
"RT @SomeBitch4Real: Big Dig Energy Ep 147 
The Disinformation Vocation Formation
Will be live at 10/9c!

Come talk about inductees to the C…",,en
"RT @tedcruz: We need to use every tool we have to rein in Big Tech’s abuse of power.

✅Big Tech censored stories about Hunter Biden’s lapto…",,en
RT @Dominicjustinaa: @itsqail Those two years when COVID swallowed us all up young and spat us all out older 😭,,en
@kimguilfoyle Covid has been one of the BIGGEST medical scams of ALL time! My recent visit 2 a medical center confirmed this. Graphene N the vax is what is making people sick!,,en
"RT @PeterSweden7: 1. First they said the mRNA vaccine would stop you from getting covid at all.

2. Then they said it doesn't stop infectio…",,en
"@vaampwol quando eu peguei COVID tive que dormir de barriga pra cima pq me dava falta de ar se eu deitasse de bruços, mas depois que eu melhorei não consegui continuar dormindo de barriga pra cima, e eu tinha gostado da posição :/",,pt
"RT @SafeGuard009: 北京大妈怒斥：你们对老百姓愚民政策！它们怎么不封起来？彭丽媛怎么不封啊？在国外过生日？

#北京 #China #ChinaProtests #ZeroCovidChina #CCPChina #COVID #上海 #白纸革命 #A4纸革命…",,zh
RT @jimmyfailla: Saying you got covid but you're glad you've been vaxxed is like saying you got pregnant but you're glad you wore a condom.,,en
"@akahiguma Bruh your government is too scared. Because they are not responsible when people die from covid, but must be responsible when people are suspected died from vaccine.",,en
"RT @respect65: Be it covid, be it climate change, be it ukraine, don't believe your government or mainstream media. You know they lied abou…",,en
RT @77_frota: Lembram da ida do Bolsonaro ao STF ? Barroso rejeita ação de familiares de vítimas da Covid contra Bolsonaro. Disse que a PGR…,,pt
RT @Jacob8775: Reminder - #Pfizer just pulled all ad spending on Twitter after Elon allowed people to report the truth about the toxic covi…,,en
RT @jordanbpeterson: The Chinese can protest COVID authoritarianism but supporters of Canadian truckers need to have their bank accounts fr…,,en
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
RT @DonLew87: Yale study finds excess deaths during the Covid-19 pandemic were impacted by political affiliation and that the partisan gap…,,en
"@CDCDirector 50yrs later the US Govt is still forcing experimental studies in the form of mass Covid vaccination through media propaganda, duress &amp; social media shaming. Pfizer &amp; its bought politicians get wealthier &amp; BGates &amp; Führer Klaus Schwab realize their vision of population reduction.",,en
"RT @TheAgentNDN: While I agree that we need mask mandates, I think that we should reframe the debate away from the focus on masks. We need…",,en
"RT @Monkee_Don: In case you didn't know
Covid was the product of 70 years of MK-Ultra mind control unleashed on the world. They isolated yo…",,en
RT @null_jesse: covid was created in the neuralink lab and musk spread it to collapse foreign economies so he could exploit lithium mines f…,,en
"RT @LynnCha22280011: @RepMarkGreen @HouseGOP Your @GOP colleague SAID they were going to FIX Inflation, Immigration &amp; Crime. 

Does Hunter’…",,en
"I'd wager there's a significant overlap in the venn diagram of people refusing covid vaccines because ""they're using it to implant chips to control your brain with 5G"" &amp; people literally begging their new overlord for one of these without a second thought. https://t.co/GbYvttJKYf",,en
"RT @profesterman: https://t.co/S0t5mDfh3c 
So, this is why we are now seeing major outbreaks on cruise ships",,en
RT @MarshaBlackburn: The federal government has no business firing the men and women who chose not to get the COVID shot but chose to prote…,,en
"RT @ChuckCallesto: BREAKING REPORT: Depositions Reveal Dr. Fauci COULDN'T NAME ANY STUDIES Showing Masks Work Against COVID-19...

MEDIA SI…",,en
"@DimitriosGakis @dstefanos 1. Υπαρχει φυσικη ανοσια απεναντι στον Covid?
2. Με καθε νοσηση αυξανεται η αμυνα μας απεναντι στον Covid?",,el
"RT @Liz_Wheeler: This is OUTSTANDING. Now that Twitter stopped censoring the truth about COVID, watch thisssss

 https://t.co/2ZWlRUS4fc",,en
"RT @EkVishwa: Riots reported in city of Guangzhou, China against Xi's Covid Dicktat of forced Isolation.

Video: Few hours ago. https://t.c…",,en
"RT @Jul_Taxi: 👀 G. #Soros : ""Le #Covid-19 a aussi permis de légitimer les outils de contrôle."" 👀 https://t.co/i4jSVX2hJ2",,fr
"RT @majorgauravarya: Picture 1: Chinese social media making fun of Covid deaths in India, showing Chinese sending rockets to space &amp; India…",,en
RT @GovBillLee: The federal COVID-19 vaccine mandate on members of our Armed Forces is a threat to national security &amp; readiness at home in…,,en
RT @VOAChinese: 广州爆发激烈警民冲突后，当局突然宣布一半市区解封    https://t.co/wJRf8YvR7l,,zh
"RT @mini_bubbly: Ontario auditor general finds COVID-19 vaccine wastage, unco-ordinated bookings.

The province is running a disorganized b…",,en
"RT @SumitAhuja17: Itihaas Yaad Rakhega –
👉An Innocent Hindu Saint kept in jail for 10+ years.
👉No bail given even during Covid
👉All the evi…",,en
RT @susi815: A covid vaccine every two months? Are you kidding me? Who in their right mind would ever do this?,,en
@richiegogo @BillShackleton @liz_churchill7 That would be 3 million deaths— triple the number of Covid deaths. Absolutely horrifying if true.,,en
@BillClinton I. Did. Not. Get. Covid. From. That. Woman.,,en
RT @jordanbpeterson: The Chinese can protest COVID authoritarianism but supporters of Canadian truckers need to have their bank accounts fr…,,en
"RT @brixwe: Thomas Renz: We have incentivized the murder of patients rather than incentivize treatment...When you get admitted for COVID, t…",,en
"RT @Intelligencoeur: "" Le Dr Angus Dalgleish, oncologue renommé, envoit une lettre ouverte au British Medical parce que les cancers et autr…",,fr
"RT @JeanPie52446982: En Ohio un projet de loi permettrait l'hydroxychloroquine, l'azithromycine, l'ivermectine, la budésonide qui se sont a…",,fr
"More than 90% of COVID deaths occurring among adults over age 65, CDC data shows - ABC News https://t.co/3NFADgs44j",,en
"RT @SukunaBikona7: long COVID患者では老化したII型肺胞上皮細胞の蓄積や線維化などを認め、間質性肺炎患者と共通した病理像も認められた。
https://t.co/YqmCLU2T4K
preprint
肺においても慢性感染が起こっている可能性が示唆さ…",,ja
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
"@SenRonJohnson Thx for speaking up Sen Johnson!
I didnt submit to COVID mandates while working at a Pittsburgh university &amp; as result, in Dec 2021, i was terminated. Wasn’t easy getting fired &amp; burning thru 2/3 of my retirement-but my health, my freedom &amp; my liberty is nonnegotiable. 
#TheyLied",,en
@amastv Al títere primer ministro de Canadá que los transportistas de su país también protestaron por las excesivas reglas durante la pandemia del COVID 19,,es
"RT @brixwe: Thomas Renz: We have incentivized the murder of patients rather than incentivize treatment...When you get admitted for COVID, t…",,en
"RT @GreeceLck: Among RSV-infected children in 2022, 19.2% had prior documented COVID-19 infection, significantly higher than the 9.7% among…",,en
RT @EmmaRincon: 🚨🇨🇳 | La policía sanitaria de Xi Jinping está literalmente violando por el ano a una mujer en plena calle con una prueba co…,,es
@CTVNews Having Covid - a leading cause of sudden death in young people. https://t.co/X9Yyny4EoH,,en
RT @OccupyDemocrats: BREAKING: The European Union drops the hammer on Elon Musk and warns him that Twitter will be banned unless it starts…,,en
@BillClinton Five shots this year and still get Covid. Really effective.,,en
"RT @fengyunshe: 中共国清零把每个人都逼上梁山
一个帖子说明了一切：“跳楼的人是我，翻车里的人是我，步行离开富士康的人是我，冻死在路上的人是我，几个月没有收入买不起蔬菜的人是我，在大火中死去的人是我，如果这些都不是我，那么下次就是我。”  https://t.co…",,zh
"RT @scrowder: Now that Twitter stopped enforcing its COVID ""misinformation"" policies, I can finally tell you that the vaccine doesn't work,…",,en
RT @SukunaBikona7: 死亡した呼吸器症状のあるlong COVID患者12例、急性期COVID-19患者4例、肺疾患のない患者2例、間質性肺炎患者2例の肺を調べたところ、long COVID患者で最長感染359日後においてウイルスの存在を示す所見(S蛋白陽性とI…,,ja
"RT @RoyalBeauty_th: เนื่องจากน้องณฐพบเชื้อ COVID-19 ทางแอดจึงขออนุญาตเลื่อนกิจกรรมที่จะจัดขึ้นในวันที่ 1 ธันวาคม 2565 ออกไปก่อนนะคะ 

หากน้…",,th
RT @mehdirhasan: So let me get this straight: the same folks who crazily believed the Covid vaccine was an attempt by Bill Gates to put mic…,,en
"RT @enterocoliticas: Mor, esa gripa fuerte que tienes se llama covid, pero vamos a fingir que es gripita para el bien de todos, ¿bueno?",,es
"RT @ProdigalThe3rd: Legendary Dr. Masanori Fukushima (resume attached) to Japanese Health Ministry:

COVID-19 jab harming immune systems &amp;…",,en
RT @kylegriffin1: Twitter will no longer stop users from spreading disinformation about the COVID-19 virus or vaccines.,,en
"RT @johnrackham82: Christians aren't hard to deal with, they are just hard to fool. 

This is why Christians know COVID, climate change and…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
Covid celebrate my birthday 🦠,,en
Being pregnant and having Levi with Covid. Is just the worst. 🥺,,en
"In August, 58% Of COVID Deaths Were “Vaccinated” With mRNA Shots https://t.co/PL3ygYy9ir",,en
RT @wallstwolverine: La Policía china obliga a una mujer a hacerse un test COVID anal. https://t.co/Nvzj8iTsIY,,es
"RT @ChuckCallesto: BREAKING REPORT: Depositions Reveal Dr. Fauci COULDN'T NAME ANY STUDIES Showing Masks Work Against COVID-19...

MEDIA SI…",,en
"RT @fengyunshe: 美国支持中共国民众和平抗议的权利
示威活动蔓延到海外之际，白宫周一表示，美国总统拜登正在密切关注中国的抗议活动，柯比强调美国支持示威者的权利，人们应该被允许集会，并具有就反对的政策或法律进行和平抗议的权利。https://t.co/MFjQoZU…",,zh
"RT @BillClinton: I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and keeping myself busy at home.
 
I’m…",,en
"@CDCDirector I hope it won’t take another 50 years to start honoring the people you’re f*cking up now with the Covid vaccines. 

💉👀💉",,en
"RT @Resist_05: Imagine if they just relabeled the flu..?

Years.              Flu cases.     Covid cases
2018.               45 million…",,en
"RT @CNN: Video obtained by CNN shows violence in China at Foxconn, the world's largest iPhone factory. Workers are protesting unfair treatm…",,en
RT @NEWSMAX: Videos of COVID-19 protests in China continue to surface on Chinese sites despite the country's strict internet censorship. Ch…,,en
RT @mehdirhasan: So let me get this straight: the same folks who crazily believed the Covid vaccine was an attempt by Bill Gates to put mic…,,en
RT @drajm: I can forgive politicians who dont understand the reality of long covid because they have been continuously misled by their advi…,,en
"RT @MicheleRivasi: En commission COVID, j'ai interrogé les experts : comment qualifient-ils le fait que la firme américaine du mari de la p…",,fr
RT @Bill_Weimer_: @BillClinton Bridge for sale! Is there anyone that actually believes that? I didn’t have a vaccine or any boosters and ha…,,en
"RT @Staunch_NaMo: Riots reported in city of Guangzhou, China against Xi's Covid Dicktat of forced Isolation.
Now give it a thought,  How @n…",,en
"RT @patriot_hammer: Hat tip @RQPoliticalBlog 

We lied about Covid. We lied about lockdowns. We lied about masks. We lied about the shots.…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"RT @kylenabecker: @BillClinton The Experts™ told us all if you got the ""vaccine"" then you can't get infected and you can't transmit the vir…",,en
"China signals possible relaxing of strict zero-tolerance Covid policy, after nationwide protests calling for an end to lockdowns and greater political freedom

https://t.co/DIUZgJFKk3 https://t.co/Atf9MA048w",,en
"RT @Buenrolloreturn: La inmensa mayoría de gente que muere por covid está vacunad, pero eso no debe preocuparte.

(Sobre todo si no te has…",,es
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
"@ThatmattersNews it's only a matter of time before ""trans-covid"" is here.....",,en
RT @HeartofColorado: Let’s deal with some reality here. The military has scores of vaccines at the time of enlistment. All the ones that mo…,,en
"@canmericanized their buzzword ""antivaxxer"" is a propaganda tool. none of those ppl are against vaccines, bc historically they are life savers. what they are against is mRNA injections that have nothing to do with vaccinating against COVID. the covid ""vaccines"" are a scam and outright fraud.",,en
RT @RobertKennedyJr: Twitter is “no longer enforcing the COVID-19 misleading information policy” + it will “soon” reveal internal files on…,,en
"RT @ReformasLATAM: 📢 #BlogObservatorioReformas
 
¿De qué manera la COVID-19 transformó los procesos democráticos en América Latina? Lee “De…",,es
"RT @kylenabecker: @BillClinton The Experts™ told us all if you got the ""vaccine"" then you can't get infected and you can't transmit the vir…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"RT @USUMLPress: Our monopoly-capitalist rulers, reeling from repeated crises, want to redirect our outrage to the governments of foreign “e…",,en
"RT @Mex_Libertario: Ha dolido más quedar fuera de #Qatar2022 que los millones de nuevos pobres creados por @lopezobrador_, los niños muerto…",,es
"RT @AlbertaLeonidas: Chinese allowed to protest covid lockdowns, canadians not allowed

Ukrainians allowed to have machine guns, canadians…",,en
@saltyoldRN @PeterSweden7 @Samsmit64727750 It didn't outweigh the benefits for my 60 year old colleague who caught covid and died 4 days later.,,en
"RT @jhmdrei: インド政府：
ワクチンの傷害に
補償は出しません。
.
接種後死亡した２人の両親の訴訟。「ワクチン接種は任意のため、接種後の副作用について政府は責任を負えない」と最高裁に述べた。１４億人の民を、相手にできないってことかな😔
https://t.co/7…",,ja
"RT @CynthiaHarless1: My beloved aunt died at 1:33 a.m. this morning.
She died needlessly of covid-19 given to her by an unmasked healthcare…",,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
"RT @kylenabecker: @BillClinton The Experts™ told us all if you got the ""vaccine"" then you can't get infected and you can't transmit the vir…",,en
@johnrich 90% of all severe Covid cases requiring hospitalization are UNVACCINATED. It is irresponsible &amp; Un- Christian to walk around unvaccinated potentially spreading &amp; killing your fellow man. God Bless this Boobocracy!,,en
RT @jimmyfailla: Saying you got covid but you're glad you've been vaxxed is like saying you got pregnant but you're glad you wore a condom.,,en
"RT @JefferysSteven: @glen_mcgregor Glenn, being a journalist I figured that you would inform yourself prior to posting this, which is clear…",,en
"RT @htrelitouxoriou: στο νομό
αν σας ακούγεται απίθανο να σας θυμίσω ότι η σφουγγαρίστρα της βέρμαχτ έκλεισε αρκετά νοσοκομεία ανάμεσά τους…",,el
"RT @AgustinLaje: China mantiene a su población esclavizada con el cuento del COVID-19 y las violaciones a los DDHH se intensifican.
Mientra…",,es
RT @Chai_DogMom: So apparently there’s like a weird Covid/flu/bronchitis/pneumonia thing going around and that’s EXACTLY how I explained it…,,en
RT @Sean_khatibi: Chinese Gov is literally telling the world we are ending zero Covid policy! Gotta love Twitter $TSLA https://t.co/NVJD5uF…,,en
RT @MariolaPR: Es momento perfecto para recordar estas ilustres palabras:“La influenza es de temporada y COVID es Bacteria.” https://t.co/0…,,es
RT @MarshaBlackburn: The federal government has no business firing the men and women who chose not to get the COVID shot but chose to prote…,,en
"RT @BNOFeed: 3 years ago today: A man in Wuhan, China starts feeling ill and later becomes the first confirmed case of COVID-19. More than…",,en
Happy COVID anniversary to all who celebrate 🎉 🦠 https://t.co/gYR59ulman,,en
"@ridden_anxiety @LulaOficial Você toma vacina, pega COVID e a culpa e de quem não toma vacina  e que não tem COVID. O seu raciocínio é muito esquisito!",,pt
RT @vgclements1: Confidential Pfizer Documents &amp; New Study Confirm COVID ‘Vaccine Shedding’ Has Been Occurring with Shocking &amp; Dangerous Co…,,en
"RT @KazBowen: コロナ感染後一年後ぐらいになくなったLong covid（呼吸器症状あり）の剖検肺を詳細に調べた報告。結構衝撃的。1年経ってもコロナウイルスが肺の2型細胞で検出され、肺の組織もいわゆる肺線維症と似たような変化が見られると（分子レベルでも）
https…",,ja
"RT @fengyunshe: 研究表明：下一个COVID变种可能更致命
南非的研究人员表示，在检查了一名携带奥密克戎病毒半年的免疫功能低下的艾滋病毒患者后，该病毒仍有可能变得更加致命，这表明较温和的奥密克戎可能会出现一种新的更危险的变种。https://t.co/Kh8oKr…",,zh
"RT @SukunaBikona7: COVID-19感染での自宅療養や濃厚接触での待機期間を判定してくれるツール。
東京都が公開しているもので、現在の基準で期間を出してくれる。
https://t.co/mBhMDD6DDo
2/6 https://t.co/1cbtBYaj…",,ja
"RT @AreOhEssEyeEe: The covid vaccines don't work. 

That is all.",,en
"RT @renatajbarreto: Quando virem as atrocidades cometidas na China em nome da política de Covid Zero, lembrem-se disso aqui. https://t.co/d…",,pt
RT @KoonsKarl: @RepMarkGreen @HouseGOP MAGA Rs protect tRump from justifiable accountability for his Covid malfeasance that killed a millio…,,en
"RT @kylenabecker: The Washington Post Reports 'Bombshell': Over Half of Covid Deaths are 'Fully Vaccinated'
https://t.co/4Vo1mwPdgB",,en
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
"RT @IsThisReallyNe8: @1goodtern I heard a new one the other day:

“Yeah, she was really sick. She tested positive for COVID…but I mean, it…",,en
"RT @rosenbusch_: Trudeau:

„Wenn Sie mit protestieren, weil Sie genug von Covid haben, dann brechen Sie das Gesetz.“

Auch Trudeau:

„Jedem…",,de
"RT @CNN: Video obtained by CNN shows violence in China at Foxconn, the world's largest iPhone factory. Workers are protesting unfair treatm…",,en
"RT @how378_: Kita boleh bernafas lega dan berbangga krn Indonesia berdaulat vaksin covid.

Harapannya adalah kita tak lagi kekurangan dan b…",,in
"A mi solo se me ocurre ponerme el refuerzo de covid posturno, iba a salir a 8 pm, buenos días a las 11:42 pm🫠✨",,es
"RT @Gritty20202: @MeetJess Multi-millionaire with open, priority access to the best healthcare available tests positive for COVID.  I wonde…",,en
RT @susi815: I wonder how many shots Bill Clinton had before getting covid twice.,,en
"RT @fengyunshe: 中共国的抗议运动蔓延全球
反对中国严厉的零COVID政策和限制自由的抗议活动已蔓延到全球至少十几个城市，外籍持不同政见者和学生在世界各地举行了小规模的守夜和抗议活动，包括伦敦、巴黎、东京和悉尼，以示对中国周末罕见的反抗的声援。https://t.…",,zh
"RT @taysrep89: this picture has to be studied at universities, why was miley dressed like we all dressed during covid whilst taylor was dre…",,en
"RT @GTV26543476: 中国当局奉行的清零抗疫政策对经济的影响正在逐步显现出来，中国官方周三（11月30日）公布的数据显示，中国制造业和服务业在11月继续萎缩，创出今年四月份以来的新低，使本来就不被看好的经济前景更加暗淡。
https://t.co/ETLdKe3QUI",,zh
"RT @nikonikohigumam: フェイスブックが大変なことになっている

FacebookのCovidワクチンFat-Checkersが、ワクチン会社から資金提供を受けていることが判明した

https://t.co/LxSCMOmexY https://t.co/Z…",,ja
"RT @CNN: Video obtained by CNN shows violence in China at Foxconn, the world's largest iPhone factory. Workers are protesting unfair treatm…",,en
"@BillClinton &gt;I’ve tested positive for Covid.
&gt;I’m grateful to be vaccinated and boosted https://t.co/NkG8hbj4kj",,en
"RT @catturd2: Imagine getting 5 vaccines in a year, catching COVID, then bragging about how great the vaccine is. 😂",,en
RT @jimmyfailla: Saying you got covid but you're glad you've been vaxxed is like saying you got pregnant but you're glad you wore a condom.,,en
"RT @hkfp: ‘We are not foreign forces’: HKU students stage small rally in support of mainland China Covid-19 protests 

https://t.co/h0wZ30A…",,en
@ChantalRoomate Get well soon hun. In South Africa we've had the weirdest viruses going around that aren't covid nor RSV yet literally hammered us bad for 3 whole weeks. The sinus part was the worst! It lingers and causes post nasal then an annoying cough.. saline rinse frequently ❤️,,en
"RT @ElmanSeba32: Para mi hay dos teorías con respecto a a esta ""suba de casos"" de covid y las dos tienen que ver con curros 
Hay demasiadas…",,es
"RT @SukunaBikona7: COVID-19自宅療養/自宅待機にあたって役立ちそうなものをまとめておく。
1/6",,ja
"@AnthonyCurtrig1 @DesertCatfish7 @SaintofThrillas @StephenKing Find me a real site, not a conspiracy theory site and I’ll read it. VAERS is Miss used by extremists in order to twist stats. “Die from a car crash because someone else ran a red light but recently had a Covid vaccine? Covid caused it.” is exactly what happens.",,en
RT @n_hold: I feel like my brain flipped a breaker from the combination of reading the news that the Mayo Clinic expects an 80% increase in…,,en
RT @TomiLahren: Fun fact: VACCINATED Americans now account for the majority of COVID deaths,,en
RT @DougJBalloon: We wanted to understand what's going on with the COVID protests in China.  So we talked to three unvaccinated Ron DeSanti…,,en
RT @Mssarahmssarah: I still see zero media mentions of the fact that three children have died of covid in NYC in the last week and a half.…,,en
"RT @Liz_Wheeler: This is OUTSTANDING. Now that Twitter stopped censoring the truth about COVID, watch thisssss

 https://t.co/2ZWlRUS4fc",,en
"RT @Liz_Wheeler: This is OUTSTANDING. Now that Twitter stopped censoring the truth about COVID, watch thisssss

 https://t.co/2ZWlRUS4fc",,en
RT @jordanbpeterson: The Chinese can protest COVID authoritarianism but supporters of Canadian truckers need to have their bank accounts fr…,,en
"RT @KCPatriot78: @ERICSORENSEN Men can have babies
(Liberal “science”)

1970’s- The next Ice age is coming
(Liberal “Science”)

1980’s- Glo…",,en
17 NY-gov employees charged with $1.5 million in COVID aid fraud https://t.co/pZ64Zo4o4J,,en
